ID,Target
311,20
312,18
313,22
314,14
315,14
316,20
317,20
318,5
319,18
320,20
321,5
322,5
323,20
324,18
325,13
326,14
327,20
328,20
329,14
330,5
331,1
332,12
333,22
334,20
335,20
336,22
337,13
338,14
339,14
340,22
341,18
342,27
343,3
344,1
345,20
346,18
347,12
348,13
349,18
350,22
351,14
352,20
353,14
354,20
355,20
356,20
357,14
358,1
359,1
360,20
361,15
362,20
363,20
364,0
365,18
366,13
367,20
368,20
369,14
370,20
371,5
372,1
373,5
374,20
375,20
376,25
377,5
378,8
379,20
380,23
381,14
382,13
383,15
384,14
385,5
386,14
387,20
388,22
389,4
390,14
391,18
392,5
393,5
394,22
395,20
396,14
397,22
398,29
399,20
400,22
401,22
402,20
403,22
404,22
405,1
406,20
407,13
408,18
409,5
410,20
411,9
412,13
413,20
414,20
415,5
416,14
417,15
418,25
419,13
420,18
421,22
422,20
423,18
424,14
425,20
426,1
427,14
428,5
429,20
430,20
431,5
432,20
433,14
434,14
435,14
436,20
437,14
438,18
439,18
440,6
441,22
442,14
443,13
444,22
445,5
446,14
447,14
448,14
449,20
450,5
451,14
452,15
453,0
454,20
455,20
456,5
457,14
458,14
459,5
460,1
461,20
462,14
463,14
464,14
465,22
466,22
467,0
468,18
469,14
470,22
471,15
472,15
473,22
474,14
475,5
476,5
477,20
478,11
479,1
480,14
481,14
482,22
483,20
484,1
485,18
486,14
487,5
488,14
489,4
490,18
491,5
492,4
493,18
494,1
495,14
496,20
497,5
498,5
499,18
500,22
501,20
502,14
503,27
504,18
505,14
506,14
507,20
508,13
509,14
510,17
511,1
512,20
513,13
514,14
515,20
516,14
517,14
518,14
519,20
520,20
521,14
522,5
523,14
524,14
525,9
526,14
527,22
528,20
529,18
530,0
531,2
532,20
533,0
534,24
535,23
536,1
537,20
538,14
539,5
540,1
541,22
542,20
543,20
544,20
545,14
546,14
547,0
548,18
549,20
550,1
551,4
552,20
553,20
554,14
555,20
556,5
557,11
558,18
559,20
560,18
561,18
562,5
563,20
564,13
565,13
566,20
567,11
568,14
569,14
570,20
571,0
572,14
573,14
574,1
575,22
576,27
577,18
578,20
579,20
580,22
581,20
582,20
583,20
584,20
585,14
586,14
587,20
588,5
589,18
590,7
591,14
592,5
593,18
594,14
595,20
596,0
597,20
598,8
599,13
600,1
601,22
602,22
603,14
604,22
605,20
606,18
607,1
608,22
609,18
610,1
611,14
612,14
613,20
614,13
615,14
616,5
617,20
618,20
619,14
620,14
621,14
622,20
623,15
624,3
625,0
626,20
627,14
628,5
629,1
630,20
631,22
632,0
633,22
634,14
635,3
636,22
637,5
638,14
639,22
640,20
641,18
642,20
643,18
644,20
645,1
646,28
647,14
648,3
649,2
650,14
651,1
652,1
653,5
654,18
655,5
656,13
657,18
658,1
659,1
660,14
661,15
662,17
663,14
664,13
665,18
666,14
667,21
668,5
669,0
670,20
671,20
672,14
673,20
674,22
675,14
676,20
677,0
678,22
679,0
680,18
681,14
682,18
683,18
684,18
685,20
686,18
687,20
688,14
689,20
690,22
691,14
692,14
693,20
694,20
695,14
696,22
697,20
698,20
699,1
700,24
701,27
702,20
703,5
704,14
705,1
706,5
707,14
708,0
709,20
710,0
711,22
712,20
713,22
714,20
715,22
716,5
717,18
718,14
719,15
720,22
721,13
722,22
723,14
724,20
725,18
726,14
727,20
728,14
729,1
730,20
731,14
732,14
733,22
734,14
735,14
736,13
737,4
738,5
739,20
740,20
741,14
742,18
743,20
744,14
745,20
746,29
747,4
748,20
749,14
750,22
751,22
752,25
753,18
754,20
755,15
756,5
757,20
758,13
759,5
760,14
761,8
762,11
763,20
764,14
765,15
766,14
767,22
768,20
769,13
770,20
771,14
772,20
773,22
774,14
775,14
776,0
777,0
778,20
779,14
780,18
781,14
782,18
783,13
784,0
785,27
786,15
787,0
788,14
789,22
790,20
791,14
792,28
793,21
794,20
795,14
796,20
797,14
798,20
799,22
800,18
801,20
802,20
803,5
804,20
805,0
806,20
807,8
808,18
809,14
810,20
811,20
812,14
813,5
814,1
815,22
816,14
817,5
818,5
819,1
820,13
821,20
822,23
823,20
824,20
825,14
826,20
827,27
828,1
829,5
830,14
831,20
832,14
833,10
834,5
835,14
836,8
837,20
838,14
839,20
840,18
841,27
842,20
843,20
844,20
845,4
846,20
847,15
848,20
849,20
850,20
851,5
852,20
853,14
854,14
855,22
856,3
857,25
858,20
859,18
860,20
861,14
862,14
863,23
864,22
865,29
866,20
867,20
868,22
869,1
870,14
871,18
872,20
873,18
874,18
875,0
876,22
877,20
878,22
879,18
880,20
881,18
882,18
883,22
884,22
885,14
886,20
887,20
888,10
889,15
890,18
891,1
892,5
893,20
894,13
895,24
896,14
897,1
898,14
899,1
900,15
901,14
902,20
903,20
904,5
905,20
906,22
907,10
908,14
909,2
910,2
911,7
912,22
913,20
914,20
915,20
916,18
917,20
918,4
919,1
920,22
921,20
922,29
923,5
924,20
925,20
926,20
927,20
928,20
929,20
930,20
931,0
932,0
933,20
934,14
935,22
936,20
937,18
938,22
939,0
940,20
941,14
942,14
943,22
944,5
945,20
946,22
947,14
948,18
949,20
950,4
951,3
952,20
953,14
954,15
955,14
956,20
957,14
958,0
959,11
960,1
961,20
962,27
963,14
964,23
965,10
966,20
967,20
968,20
969,18
970,20
971,22
972,20
973,22
974,14
975,13
976,22
977,14
978,14
979,5
980,14
981,20
982,22
983,23
984,14
985,4
986,22
987,20
988,20
989,14
990,5
991,1
992,22
993,13
994,22
995,22
996,20
997,14
998,6
999,22
1000,5
1001,22
1002,14
1003,22
1004,27
1005,0
1006,22
1007,18
1008,9
1009,5
1010,1
1011,14
1012,13
1013,20
1014,5
1015,1
1016,20
1017,18
1018,20
1019,15
1020,5
1021,20
1022,14
1023,18
1024,20
1025,22
1026,4
1027,22
1028,20
1029,14
1030,2
1031,22
1032,14
1033,15
1034,0
1035,5
1036,14
1037,14
1038,22
1039,14
1040,1
1041,22
1042,5
1043,20
1044,13
1045,5
1046,1
1047,22
1048,20
1049,24
1050,5
1051,20
1052,14
1053,1
1054,13
1055,22
1056,18
1057,20
1058,20
1059,14
1060,13
1061,20
1062,0
1063,5
1064,15
1065,20
1066,14
1067,20
1068,15
1069,22
1070,1
1071,5
1072,20
1073,18
1074,20
1075,14
1076,1
1077,14
1078,18
1079,17
1080,1
1081,15
1082,20
1083,0
1084,20
1085,20
1086,20
1087,20
1088,22
1089,5
1090,20
1091,5
1092,25
1093,5
1094,14
1095,20
1096,20
1097,17
1098,0
1099,20
1100,20
1101,20
1102,18
1103,14
1104,20
1105,20
1106,20
1107,18
1108,20
1109,14
1110,0
1111,11
1112,20
1113,20
1114,20
1115,20
1116,20
1117,14
1118,4
1119,29
1120,14
1121,20
1122,5
1123,29
1124,18
1125,20
1126,27
1127,14
1128,18
1129,21
1130,20
1131,18
1132,18
1133,22
1134,5
1135,14
1136,14
1137,18
1138,23
1139,14
1140,17
1141,20
1142,22
1143,14
1144,20
1145,20
1146,14
1147,22
1148,14
1149,18
1150,20
1151,0
1152,14
1153,20
1154,14
1155,20
1156,22
1157,14
1158,1
1159,18
1160,13
1161,0
1162,14
1163,15
1164,22
1165,22
1166,20
1167,4
1168,14
1169,2
1170,1
1171,5
1172,5
1173,22
1174,14
1175,18
1176,22
1177,18
1178,5
1179,1
1180,14
1181,18
1182,20
1183,22
1184,13
1185,14
1186,20
1187,20
1188,20
1189,22
1190,14
1191,13
1192,20
1193,20
1194,22
1195,18
1196,22
1197,5
1198,5
1199,10
1200,14
1201,1
1202,20
1203,20
1204,28
1205,20
1206,20
1207,20
1208,27
1209,20
1210,1
1211,18
1212,18
1213,20
1214,0
1215,20
1216,14
1217,22
1218,28
1219,5
1220,5
1221,18
1222,20
1223,5
1224,22
1225,13
1226,22
1227,0
1228,20
1229,18
1230,20
1231,5
1232,10
1233,14
1234,5
1235,14
1236,22
1237,22
1238,0
1239,29
1240,18
1241,20
1242,14
1243,20
1244,4
1245,22
1246,4
1247,10
1248,18
1249,20
1250,22
1251,22
1252,21
1253,20
1254,29
1255,22
1256,15
1257,18
1258,20
1259,14
1260,22
1261,1
1262,20
1263,20
1264,0
1265,20
1266,18
1267,20
1268,28
1269,18
1270,20
1271,18
1272,13
1273,22
1274,14
1275,22
1276,14
1277,27
1278,13
1279,13
1280,5
1281,22
1282,20
1283,22
1284,22
1285,20
1286,18
1287,14
1288,0
1289,18
1290,28
1291,5
1292,5
1293,1
1294,14
1295,14
1296,18
1297,10
1298,15
1299,1
1300,27
1301,22
1302,20
1303,22
1304,20
1305,16
1306,1
1307,15
1308,22
1309,14
1310,22
1311,14
1312,20
1313,20
1314,18
1315,20
1316,5
1317,20
1318,10
1319,14
1320,1
1321,20
1322,18
1323,5
1324,20
1325,22
1326,20
1327,14
1328,20
1329,18
1330,25
1331,0
1332,13
1333,0
1334,20
1335,5
1336,14
1337,18
1338,22
1339,22
1340,5
1341,22
1342,20
1343,20
1344,5
1345,20
1346,20
1347,14
1348,5
1349,22
1350,20
1351,22
1352,22
1353,14
1354,13
1355,14
1356,7
1357,5
1358,1
1359,20
1360,2
1361,21
1362,13
1363,14
1364,20
1365,14
1366,2
1367,20
1368,1
1369,24
1370,2
1371,20
1372,5
1373,20
1374,20
1375,20
1376,14
1377,28
1378,5
1379,20
1380,22
1381,20
1382,18
1383,5
1384,20
1385,22
1386,24
1387,27
1388,0
1389,18
1390,0
1391,20
1392,18
1393,14
1394,22
1395,20
1396,5
1397,0
1398,23
1399,18
1400,20
1401,13
1402,14
1403,20
1404,20
1405,20
1406,14
1407,20
1408,20
1409,13
1410,1
1411,20
1412,14
1413,15
1414,14
1415,1
1416,20
1417,14
1418,18
1419,0
1420,5
1421,15
1422,20
1423,20
1424,22
1425,20
1426,20
1427,1
1428,14
1429,14
1430,22
1431,14
1432,22
1433,20
1434,18
1435,14
1436,1
1437,18
1438,5
1439,20
1440,20
1441,13
1442,20
1443,20
1444,20
1445,20
1446,20
1447,22
1448,14
1449,20
1450,20
1451,17
1452,11
1453,20
1454,18
1455,18
1456,22
1457,1
1458,5
1459,20
1460,5
1461,20
1462,27
1463,22
1464,14
1465,22
1466,20
1467,5
1468,22
1469,20
1470,20
1471,14
1472,20
1473,14
1474,20
1475,18
1476,14
1477,22
1478,20
1479,20
1480,20
1481,13
1482,20
1483,18
1484,20
1485,22
1486,0
1487,28
1488,22
1489,20
1490,22
1491,20
1492,13
1493,20
1494,14
1495,20
1496,20
1497,27
1498,20
1499,14
1500,22
1501,20
1502,13
1503,20
1504,14
1505,0
1506,18
1507,2
1508,15
1509,22
1510,19
1511,20
1512,20
1513,1
1514,18
1515,1
1516,5
1517,1
1518,20
1519,22
1520,20
1521,1
1522,5
1523,20
1524,18
1525,17
1526,0
1527,20
1528,20
1529,28
1530,14
1531,14
1532,22
1533,1
1534,21
1535,14
1536,13
1537,14
1538,14
1539,26
1540,20
1541,28
1542,22
1543,14
1544,20
1545,20
1546,13
1547,20
1548,10
1549,20
1550,13
1551,14
1552,20
1553,0
1554,14
1555,20
1556,5
1557,2
1558,18
1559,15
1560,15
1561,18
1562,0
1563,10
1564,14
1565,14
1566,14
1567,20
1568,5
1569,22
1570,20
1571,22
1572,14
1573,18
1574,13
1575,5
1576,14
1577,0
1578,21
1579,20
1580,20
1581,14
1582,20
1583,18
1584,0
1585,18
1586,20
1587,22
1588,0
1589,20
1590,20
1591,22
1592,5
1593,20
1594,3
1595,0
1596,5
1597,14
1598,18
1599,0
1600,14
1601,20
1602,14
1603,5
1604,5
1605,20
1606,20
1607,22
1608,15
1609,20
1610,14
1611,22
1612,8
1613,20
1614,22
1615,20
1616,20
1617,5
1618,2
1619,14
1620,18
1621,5
1622,5
1623,18
1624,20
1625,5
1626,22
1627,14
1628,5
1629,4
1630,22
1631,14
1632,6
1633,20
1634,5
1635,4
1636,20
1637,15
1638,20
1639,22
1640,20
1641,0
1642,20
1643,5
1644,1
1645,20
1646,22
1647,22
1648,18
1649,22
1650,18
1651,20
1652,14
1653,0
1654,14
1655,14
1656,20
1657,28
1658,14
1659,0
1660,1
1661,20
1662,20
1663,14
1664,18
1665,14
1666,24
1667,20
1668,20
1669,20
1670,20
1671,20
1672,20
1673,20
1674,20
1675,22
1676,20
1677,5
1678,20
1679,5
1680,11
1681,20
1682,5
1683,29
1684,20
1685,15
1686,5
1687,27
1688,14
1689,14
1690,14
1691,7
1692,20
1693,15
1694,1
1695,27
1696,0
1697,13
1698,29
1699,20
1700,0
1701,20
1702,22
1703,15
1704,14
1705,14
1706,25
1707,22
1708,20
1709,20
1710,22
1711,20
1712,14
1713,1
1714,22
1715,18
1716,5
1717,5
1718,28
1719,20
1720,17
1721,18
1722,20
1723,20
1724,22
1725,18
1726,18
1727,14
1728,13
1729,25
1730,22
1731,14
1732,14
1733,2
1734,20
1735,27
1736,5
1737,14
1738,20
1739,22
1740,18
1741,4
1742,14
1743,20
1744,5
1745,22
1746,14
1747,18
1748,16
1749,20
1750,22
1751,20
1752,0
1753,14
1754,22
1755,20
1756,5
1757,18
1758,1
1759,2
1760,14
1761,20
1762,20
1763,22
1764,20
1765,15
1766,20
1767,18
1768,20
1769,20
1770,20
1771,20
1772,26
1773,0
1774,22
1775,22
1776,14
1777,18
1778,18
1779,18
1780,0
1781,15
1782,18
1783,20
1784,22
1785,20
1786,5
1787,14
1788,20
1789,5
1790,6
1791,20
1792,0
1793,14
1794,20
1795,22
1796,11
1797,22
1798,15
1799,5
1800,15
1801,20
1802,18
1803,0
1804,1
1805,20
1806,14
1807,22
1808,10
1809,22
1810,20
1811,13
1812,15
1813,13
1814,22
1815,14
1816,4
1817,22
1818,0
1819,18
1820,14
1821,29
1822,20
1823,0
1824,22
1825,13
1826,14
1827,13
1828,10
1829,22
1830,13
1831,3
1832,5
1833,25
1834,18
1835,11
1836,14
1837,5
1838,20
1839,15
1840,14
1841,29
1842,1
1843,14
1844,13
1845,22
1846,22
1847,4
1848,20
1849,28
1850,20
1851,20
1852,5
1853,20
1854,12
1855,20
1856,20
1857,22
1858,14
1859,20
1860,14
1861,14
1862,22
1863,18
1864,14
1865,22
1866,2
1867,0
1868,22
1869,4
1870,14
1871,20
1872,1
1873,22
1874,14
1875,20
1876,14
1877,4
1878,22
1879,8
1880,14
1881,18
1882,11
1883,20
1884,6
1885,20
1886,1
1887,27
1888,1
1889,1
1890,2
1891,29
1892,27
1893,14
1894,2
1895,20
1896,20
1897,0
1898,18
1899,22
1900,22
1901,5
1902,5
1903,18
1904,20
1905,20
1906,29
1907,29
1908,20
1909,10
1910,14
1911,22
1912,18
1913,1
1914,14
1915,5
1916,5
1917,1
1918,18
1919,20
1920,6
1921,20
1922,14
1923,5
1924,20
1925,14
1926,14
1927,0
1928,14
1929,14
1930,14
1931,14
1932,14
1933,14
1934,5
1935,20
1936,22
1937,20
1938,14
1939,13
1940,20
1941,20
1942,0
1943,25
1944,22
1945,14
1946,20
1947,20
1948,18
1949,22
1950,20
1951,26
1952,20
1953,14
1954,20
1955,0
1956,25
1957,5
1958,5
1959,14
1960,18
1961,12
1962,14
1963,20
1964,13
1965,14
1966,0
1967,10
1968,14
1969,18
1970,22
1971,14
1972,22
1973,18
1974,20
1975,22
1976,20
1977,20
1978,18
1979,14
1980,5
1981,14
1982,20
1983,18
1984,20
1985,20
1986,0
1987,5
1988,14
1989,18
1990,20
1991,20
1992,15
1993,22
1994,0
1995,18
1996,15
1997,14
1998,14
1999,0
2000,14
2001,18
2002,20
2003,5
2004,0
2005,1
2006,22
2007,1
2008,18
2009,14
2010,18
2011,20
2012,14
2013,0
2014,15
2015,10
2016,15
2017,20
2018,0
2019,17
2020,22
2021,1
2022,5
2023,20
2024,20
2025,22
2026,15
2027,18
2028,22
2029,14
2030,20
2031,14
2032,20
2033,14
2034,20
2035,20
2036,20
2037,20
2038,18
2039,20
2040,20
2041,18
2042,14
2043,4
2044,22
2045,22
2046,20
2047,15
2048,20
2049,18
2050,13
2051,20
2052,13
2053,20
2054,20
2055,14
2056,14
2057,20
2058,14
2059,22
2060,1
2061,14
2062,14
2063,14
2064,14
2065,3
2066,14
2067,20
2068,20
2069,3
2070,15
2071,20
2072,14
2073,14
2074,20
2075,20
2076,5
2077,20
2078,5
2079,21
2080,14
2081,20
2082,14
2083,5
2084,14
2085,14
2086,20
2087,14
2088,4
2089,5
2090,18
2091,20
2092,5
2093,0
2094,1
2095,13
2096,1
2097,14
2098,0
2099,20
2100,15
2101,5
2102,18
2103,1
2104,29
2105,20
2106,0
2107,5
2108,22
2109,18
2110,0
2111,22
2112,20
2113,15
2114,15
2115,18
2116,22
2117,5
2118,20
2119,2
2120,20
2121,20
2122,1
2123,18
2124,5
2125,5
2126,13
2127,20
2128,14
2129,14
2130,22
2131,20
2132,14
2133,20
2134,20
2135,5
2136,29
2137,20
2138,14
2139,22
2140,20
2141,22
2142,20
2143,14
2144,0
2145,22
2146,20
2147,22
2148,29
2149,14
2150,18
2151,9
2152,20
2153,27
2154,20
2155,15
2156,0
2157,0
2158,5
2159,20
2160,14
2161,20
2162,1
2163,18
2164,24
2165,22
2166,20
2167,14
2168,22
2169,22
2170,14
2171,22
2172,20
2173,14
2174,20
2175,20
2176,20
2177,0
2178,8
2179,22
2180,14
2181,10
2182,4
2183,5
2184,5
2185,5
2186,18
2187,13
2188,5
2189,20
2190,20
2191,20
2192,14
2193,5
2194,18
2195,0
2196,20
2197,20
2198,20
2199,4
2200,22
2201,0
2202,14
2203,14
2204,13
2205,14
2206,20
2207,10
2208,0
2209,20
2210,18
2211,5
2212,27
2213,20
2214,20
2215,1
2216,5
2217,20
2218,20
2219,20
2220,2
2221,22
2222,20
2223,20
2224,22
2225,14
2226,20
2227,0
2228,5
2229,28
2230,5
2231,20
2232,22
2233,20
2234,20
2235,0
2236,22
2237,14
2238,20
2239,20
2240,22
2241,5
2242,13
2243,22
2244,20
2245,18
2246,5
2247,13
2248,14
2249,0
2250,5
2251,18
2252,20
2253,14
2254,14
2255,18
2256,25
2257,0
2258,14
2259,20
2260,18
2261,20
2262,20
2263,0
2264,18
2265,20
2266,20
2267,14
2268,20
2269,1
2270,22
2271,20
2272,14
2273,14
2274,14
2275,20
2276,7
2277,14
2278,20
2279,22
2280,20
2281,20
2282,5
2283,18
2284,0
2285,20
2286,18
2287,18
2288,20
2289,5
2290,1
2291,20
2292,18
2293,20
2294,15
2295,5
2296,18
2297,15
2298,22
2299,20
2300,14
2301,6
2302,5
2303,14
2304,18
2305,20
2306,13
2307,2
2308,20
2309,22
2310,20
2311,20
2312,14
2313,22
2314,14
2315,22
2316,13
2317,20
2318,20
2319,20
2320,20
2321,20
2322,14
2323,22
2324,14
2325,20
2326,5
2327,4
2328,14
2329,18
2330,10
2331,18
2332,28
2333,20
2334,20
2335,5
2336,5
2337,13
2338,5
2339,0
2340,13
2341,14
2342,14
2343,20
2344,22
2345,0
2346,5
2347,18
2348,20
2349,14
2350,5
2351,1
2352,18
2353,15
2354,20
2355,22
2356,14
2357,14
2358,14
2359,22
2360,20
2361,20
2362,11
2363,20
2364,14
2365,20
2366,14
2367,14
2368,18
2369,1
2370,22
2371,5
2372,7
2373,5
2374,15
2375,20
2376,20
2377,20
2378,20
2379,13
2380,5
2381,14
2382,0
2383,20
2384,20
2385,22
2386,22
2387,5
2388,5
2389,29
2390,18
2391,5
2392,22
2393,29
2394,14
2395,20
2396,14
2397,13
2398,22
2399,21
2400,14
2401,5
2402,1
2403,13
2404,14
2405,14
2406,14
2407,14
2408,20
2409,1
2410,18
2411,4
2412,22
2413,20
2414,14
2415,20
2416,13
2417,5
2418,13
2419,22
2420,20
2421,18
2422,5
2423,20
2424,18
2425,20
2426,20
2427,5
2428,21
2429,25
2430,13
2431,5
2432,20
2433,14
2434,14
2435,5
2436,1
2437,13
2438,20
2439,18
2440,20
2441,22
2442,22
2443,22
2444,14
2445,0
2446,20
2447,20
2448,5
2449,20
2450,1
2451,21
2452,20
2453,2
2454,1
2455,20
2456,14
2457,1
2458,14
2459,20
2460,14
2461,20
2462,19
2463,0
2464,20
2465,14
2466,20
2467,14
2468,0
2469,1
2470,18
2471,20
2472,20
2473,5
2474,15
2475,20
2476,20
2477,28
2478,18
2479,11
2480,14
2481,1
2482,20
2483,18
2484,14
2485,1
2486,14
2487,18
2488,20
2489,20
2490,20
2491,23
2492,0
2493,14
2494,18
2495,18
2496,18
2497,20
2498,0
2499,27
2500,13
2501,18
2502,22
2503,5
2504,14
2505,14
2506,20
2507,22
2508,22
2509,20
2510,22
2511,5
2512,13
2513,5
2514,14
2515,18
2516,22
2517,20
2518,18
2519,15
2520,5
2521,1
2522,10
2523,25
2524,20
2525,27
2526,14
2527,20
2528,25
2529,18
2530,18
2531,20
2532,18
2533,20
2534,22
2535,22
2536,15
2537,20
2538,20
2539,22
2540,0
2541,14
2542,22
2543,14
2544,22
2545,20
2546,15
2547,14
2548,22
2549,20
2550,20
2551,20
2552,20
2553,20
2554,20
2555,20
2556,29
2557,20
2558,20
2559,18
2560,22
2561,20
2562,5
2563,20
2564,14
2565,14
2566,20
2567,8
2568,20
2569,14
2570,3
2571,14
2572,14
2573,18
2574,22
2575,14
2576,4
2577,20
2578,20
2579,20
2580,0
2581,22
2582,14
2583,14
2584,14
2585,5
2586,28
2587,22
2588,5
2589,2
2590,14
2591,5
2592,14
2593,14
2594,13
2595,20
2596,1
2597,22
2598,22
2599,20
2600,18
2601,14
2602,14
2603,1
2604,18
2605,22
2606,20
2607,20
2608,13
2609,22
2610,13
2611,20
2612,1
2613,22
2614,13
2615,18
2616,20
2617,18
2618,15
2619,14
2620,10
2621,18
2622,18
2623,5
2624,14
2625,20
2626,22
2627,14
2628,20
2629,1
2630,5
2631,14
2632,20
2633,14
2634,18
2635,14
2636,20
2637,27
2638,20
2639,18
2640,5
2641,22
2642,14
2643,20
2644,14
2645,22
2646,22
2647,14
2648,22
2649,18
2650,20
2651,14
2652,1
2653,14
2654,14
2655,5
2656,14
2657,20
2658,5
2659,5
2660,18
2661,1
2662,5
2663,18
2664,14
2665,2
2666,20
2667,5
2668,20
2669,22
2670,22
2671,20
2672,14
2673,20
2674,14
2675,20
2676,20
2677,1
2678,13
2679,14
2680,20
2681,18
2682,20
2683,23
2684,5
2685,14
2686,0
2687,5
2688,13
2689,1
2690,20
2691,20
2692,5
2693,14
2694,20
2695,5
2696,18
2697,14
2698,20
2699,14
2700,20
2701,18
2702,20
2703,5
2704,20
2705,24
2706,18
2707,14
2708,0
2709,11
2710,13
2711,14
2712,18
2713,1
2714,20
2715,20
2716,20
2717,18
2718,14
2719,20
2720,22
2721,14
2722,14
2723,20
2724,18
2725,22
2726,20
2727,0
2728,10
2729,1
2730,18
2731,0
2732,14
2733,10
2734,1
2735,20
2736,22
2737,0
2738,20
2739,1
2740,14
2741,27
2742,1
2743,20
2744,14
2745,14
2746,5
2747,14
2748,3
2749,0
2750,1
2751,26
2752,22
2753,1
2754,14
2755,20
2756,20
2757,20
2758,20
2759,11
2760,18
2761,20
2762,1
2763,20
2764,22
2765,20
2766,20
2767,20
2768,20
2769,8
2770,20
2771,18
2772,14
2773,18
2774,21
2775,20
2776,22
2777,25
2778,1
2779,20
2780,20
2781,22
2782,22
2783,20
2784,20
2785,22
2786,6
2787,5
2788,10
2789,5
2790,22
2791,23
2792,14
2793,5
2794,14
2795,1
2796,20
2797,14
2798,1
2799,14
2800,5
2801,18
2802,14
2803,14
2804,20
2805,7
2806,20
2807,5
2808,29
2809,5
2810,23
2811,18
2812,29
2813,15
2814,20
2815,15
2816,14
2817,0
2818,14
2819,5
2820,14
2821,5
2822,14
2823,0
2824,14
2825,14
2826,20
2827,24
2828,5
2829,22
2830,22
2831,1
2832,18
2833,20
2834,22
2835,13
2836,14
2837,20
2838,0
2839,17
2840,20
2841,5
2842,5
2843,20
2844,22
2845,22
2846,27
2847,22
2848,20
2849,20
2850,5
2851,17
2852,10
2853,22
2854,1
2855,17
2856,20
2857,22
2858,4
2859,14
2860,13
2861,22
2862,18
2863,0
2864,15
2865,18
2866,20
2867,14
2868,5
2869,9
2870,14
2871,0
2872,20
2873,0
2874,20
2875,22
2876,20
2877,20
2878,13
2879,20
2880,29
2881,14
2882,20
2883,14
2884,14
2885,14
2886,5
2887,22
2888,5
2889,22
2890,15
2891,29
2892,1
2893,22
2894,14
2895,28
2896,20
2897,20
2898,13
2899,23
2900,27
2901,20
2902,22
2903,22
2904,27
2905,5
2906,20
2907,20
2908,20
2909,20
2910,22
2911,18
2912,20
2913,14
2914,20
2915,14
2916,5
2917,22
2918,14
2919,14
2920,5
2921,28
2922,14
2923,20
2924,22
2925,4
2926,27
2927,14
2928,20
2929,0
2930,20
2931,20
2932,27
2933,20
2934,29
2935,14
2936,8
2937,22
2938,14
2939,13
2940,14
2941,5
2942,20
2943,20
2944,13
2945,20
2946,0
2947,7
2948,22
2949,0
2950,5
2951,20
2952,15
2953,27
2954,14
2955,13
2956,22
2957,29
2958,15
2959,15
2960,20
2961,14
2962,22
2963,27
2964,14
2965,20
2966,14
2967,5
2968,5
2969,22
2970,0
2971,1
2972,10
2973,6
2974,20
2975,22
2976,14
2977,28
2978,20
2979,0
2980,20
2981,20
2982,14
2983,20
2984,15
2985,14
2986,16
2987,15
2988,18
2989,20
2990,14
2991,22
2992,0
2993,14
2994,18
2995,20
2996,22
